userid,modulename,PreLearn,Learning,PostLearning
5195,Problems with Two Types of Potential Energy,NP,NA,NA
5195,Mechanical Energy and Non-Conservative Work,NF,N,BP
5195,More mechanical energy problems,NP,NA,NA
5210,Kinetic Energy,NF,N,EF
5210,Work by a constant force,BP,NA,NA
5210,Work and Kinetic Energy,NP,NA,NA
5210,Potential Energy,Other_NA,NA,NA
5210,When is Mechanical Energy Conserved,Other_NA,NA,NA
5210,Simple Application of Conservation of Mechanical Energy,NP,NA,NA
5210,Problems Using Conservation of Mechanical Energy,NF,N,EF
5210,Problems with Two Types of Potential Energy,Other_NA,NA,NA
5210,Mechanical Energy and Non-Conservative Work,Other_P,NA,NA
5210,More mechanical energy problems,Other_P,NA,NA
5299,Kinetic Energy,BP,NA,NA
5299,Work by a constant force,Other_F,NA,NA
5299,Work and Kinetic Energy,NP,NA,NA
5299,Potential Energy,Other_NA,NA,NA
5299,When is Mechanical Energy Conserved,Other_NA,NA,NA
5299,Simple Application of Conservation of Mechanical Energy,Other_NA,NA,NA
5299,Problems Using Conservation of Mechanical Energy,Other_NA,NA,NA
5299,Problems with Two Types of Potential Energy,Other_NA,NA,NA
5299,Mechanical Energy and Non-Conservative Work,NP,NA,NA
5299,More mechanical energy problems,BP,NA,NA
5377,Kinetic Energy,Other_P,NA,NA
5377,Work by a constant force,Other_P,NA,NA
5377,Work and Kinetic Energy,NP,NA,NA
5377,Potential Energy,Other_F,NA,NA
5377,When is Mechanical Energy Conserved,Other_P,NA,NA
5377,Simple Application of Conservation of Mechanical Energy,BP,NA,NA
5377,Problems Using Conservation of Mechanical Energy,Other_F,NA,NA
5377,Problems with Two Types of Potential Energy,Other_P,NA,NA
5377,Mechanical Energy and Non-Conservative Work,Other_P,NA,NA
5377,More mechanical energy problems,NF,N,BF
